session_id,station_id,session_date,kwh_delivered,duration_minutes,revenue_usd
38627,333883,2025-09-28,23.94,91,39.23
38628,226578,2025-08-07,4.66,147,29.13
38629,223702,2025-11-15,16.3,127,4.41
38630,196458,2025-05-01,25.23,126,12.83
38631,334456,2025-03-03,23.44,108,31.99
38632,226524,2025-04-07,1.0,52,14.37
38633,316712,2025-09-08,22.2,78,24.27
38634,181718,2025-05-09,60.26,77,10.6
38635,171555,2025-09-03,24.95,46,6.22
38636,187342,2025-01-10,21.01,90,19.87
38637,391713,2025-11-01,35.29,153,7.02
38638,421055,2025-03-06,18.53,166,27.72
38639,228788,2025-09-04,33.92,177,20.62
38640,217200,2025-12-15,4.77,148,24.5
38641,162189,2025-06-14,63.2,132,26.43
38642,183459,2025-06-28,14.27,86,30.27
38643,452289,2025-02-23,12.06,127,8.07
38644,359548,2025-11-15,34.16,135,34.17
38645,233083,2025-02-15,22.09,64,34.39
38646,192610,2025-06-27,6.93,144,12.82
38647,182227,2025-01-07,7.9,59,39.78
38648,356132,2025-03-25,25.36,80,12.47
38649,180741,2025-05-08,12.39,125,11.31
38650,189508,2025-08-02,13.26,106,18.89
38651,371929,2025-08-22,28.1,98,11.98
38652,217200,2025-01-12,24.05,75,10.01
38653,223095,2025-03-15,4.62,107,12.35
38654,115052,2025-02-07,53.28,175,9.55
38655,376612,2025-12-17,9.95,76,12.82
38656,324871,2025-05-29,27.72,149,21.83
38657,377460,2025-06-21,64.23,125,13.6
38658,309760,2025-08-02,14.49,48,16.84
38659,429747,2025-08-25,16.91,42,32.23
38660,434737,2025-01-21,28.1,153,11.06
38661,261054,2025-12-27,9.96,39,31.76
38662,115028,2025-12-14,10.9,144,35.32
38663,233088,2025-08-19,22.38,167,32.25
38664,313640,2025-07-27,9.43,129,4.77
38665,183460,2025-07-30,9.39,58,13.1
38666,357436,2025-06-01,40.4,91,30.13
38667,386972,2025-09-06,1.0,176,4.39
38668,333991,2025-04-17,1.0,125,3.29
38669,154440,2025-06-08,8.73,20,36.65
38670,324790,2025-01-05,29.27,86,3.04
38671,384427,2025-07-12,9.12,68,14.58
38672,99500,2025-06-14,24.8,58,27.23
38673,420676,2025-04-04,8.43,175,35.69
38674,223280,2025-10-15,1.0,72,9.08
38675,260849,2025-07-13,32.49,90,26.31
38676,430002,2025-10-17,19.59,161,18.91
38677,121294,2025-08-24,25.84,86,27.94
38678,233249,2025-01-29,4.88,61,39.53
38679,191387,2025-04-28,24.02,164,3.43
38680,238131,2025-05-13,41.4,168,26.3
38681,115024,2025-06-07,3.78,22,29.33
38682,429722,2025-04-17,8.32,56,27.3
38683,164859,2025-06-22,39.22,27,16.64
38684,390094,2025-05-26,25.8,41,24.28
38685,358305,2025-11-30,5.21,18,20.71
38686,334447,2025-09-24,7.93,173,17.42
38687,312345,2025-09-17,58.91,107,22.03
38688,193749,2025-02-15,11.86,105,21.78
38689,115022,2025-11-05,2.44,17,30.71
38690,357630,2025-06-01,27.22,99,24.47
38691,422454,2025-12-20,12.84,68,33.58
38692,420025,2025-05-16,32.86,113,36.42
38693,311781,2025-08-04,2.99,70,23.15
38694,181482,2025-05-14,9.18,18,39.92
38695,253980,2025-12-07,12.47,144,3.6
38696,375814,2025-08-12,21.37,55,11.89
38697,214079,2025-08-19,5.11,168,3.44
38698,174638,2025-12-08,9.71,87,28.61
38699,114918,2025-07-20,36.3,67,17.24
38700,122592,2025-01-18,5.23,162,17.54
38701,404892,2025-07-23,11.95,158,30.68
38702,455982,2025-05-14,12.42,173,19.26
38703,164403,2025-12-13,5.82,134,37.99
38704,451036,2025-04-18,51.52,146,23.34
38705,251968,2025-01-01,18.08,132,9.04
38706,213148,2025-01-15,12.2,44,30.77
38707,452428,2025-05-22,37.63,151,35.72
38708,375221,2025-03-18,1.0,29,11.57
38709,341835,2025-12-07,100.0,159,38.09
38710,372114,2025-06-23,81.08,55,32.49
38711,361279,2025-04-21,2.29,62,35.79
38712,149787,2025-04-27,54.76,119,24.77
38713,197696,2025-02-10,9.3,153,25.73
38714,452568,2025-01-06,2.76,138,23.16
38715,352702,2025-10-03,21.11,151,38.19
38716,358297,2025-03-09,50.72,44,35.82
38717,220520,2025-10-23,4.35,49,11.8
38718,189052,2025-04-14,87.83,89,29.68
38719,230718,2025-05-07,8.61,139,6.47
38720,257689,2025-03-15,21.07,81,3.36
38721,250764,2025-05-05,27.36,51,19.35
38722,114883,2025-11-21,10.8,131,14.88
38723,94830,2025-09-15,52.58,125,37.83
38724,167467,2025-12-17,100.0,161,22.24
38725,214301,2025-10-27,13.12,143,3.26
38726,229919,2025-11-05,3.92,51,11.62
38727,316220,2025-07-31,53.97,157,14.43
38728,316711,2025-09-06,18.66,70,3.71
38729,99950,2025-01-06,33.69,113,29.34
38730,154704,2025-02-12,11.09,19,34.52
38731,421312,2025-09-10,3.01,29,9.86
38732,227066,2025-05-26,49.02,117,11.53
38733,235124,2025-10-13,16.5,135,29.4
38734,253800,2025-07-18,2.89,135,38.52
38735,451112,2025-04-27,5.19,143,22.05
38736,114913,2025-06-30,33.82,26,3.56
38737,374863,2025-07-11,52.15,50,34.31
38738,333883,2025-05-11,8.11,115,37.12
38739,457454,2025-09-12,8.23,146,24.76
38740,191437,2025-06-13,2.68,36,32.83
38741,260244,2025-11-30,13.57,47,3.87
38742,341747,2025-05-31,55.51,116,15.98
38743,175038,2025-09-06,4.49,145,18.45
38744,325277,2025-06-27,37.76,147,28.57
38745,193845,2025-04-24,6.18,93,32.97
38746,353744,2025-01-16,5.66,21,20.97
38747,214301,2025-04-02,1.0,150,26.32
38748,374866,2025-06-07,27.7,164,39.51
38749,326447,2025-11-12,12.23,32,12.88
38750,358813,2025-12-27,91.0,150,34.72
38751,324791,2025-07-08,1.33,28,6.4
38752,260471,2025-08-30,1.71,82,5.39
38753,230841,2025-08-18,8.37,159,34.76
38754,156057,2025-08-26,19.29,138,26.86
38755,334504,2025-09-19,34.5,90,36.36
38756,430003,2025-10-22,9.02,98,12.34
38757,324852,2025-01-05,10.14,108,39.88
38758,311782,2025-09-16,31.77,55,23.55
38759,352067,2025-03-15,11.54,149,6.01
38760,123135,2025-01-30,26.43,81,19.35
38761,115166,2025-12-02,9.43,35,36.99
38762,360902,2025-09-24,100.0,112,9.45
38763,353802,2025-05-11,62.11,114,25.81
38764,253702,2025-01-15,22.09,172,18.87
38765,355241,2025-02-23,81.06,36,4.74
38766,308791,2025-05-09,20.63,33,26.99
38767,99360,2025-01-13,47.62,137,31.55
38768,398035,2025-03-04,76.24,170,13.59
38769,170431,2025-11-08,93.08,17,39.71
38770,180991,2025-10-22,89.28,133,37.06
38771,302624,2025-12-24,51.59,46,12.77
38772,387754,2025-03-08,12.56,156,5.18
38773,102339,2025-04-18,100.0,126,17.37
38774,168428,2025-03-31,37.8,130,20.96
38775,154055,2025-03-17,47.64,25,10.57
38776,359831,2025-04-28,40.17,84,5.18
38777,346375,2025-03-27,21.27,23,12.36
38778,226494,2025-10-05,19.48,70,5.39
38779,384949,2025-06-15,13.36,141,19.87
38780,154058,2025-01-12,3.35,96,12.22
38781,115229,2025-11-02,24.82,96,37.34
38782,329611,2025-09-30,9.7,64,22.54
38783,115074,2025-08-20,5.33,76,33.68
38784,398203,2025-06-09,7.59,154,24.81
38785,352117,2025-06-22,12.24,103,28.27
38786,324878,2025-07-14,1.0,122,22.34
38787,216369,2025-10-08,10.74,41,34.11
38788,348235,2025-03-24,25.36,94,4.09
38789,215068,2025-12-23,5.59,159,27.95
38790,313640,2025-04-24,5.97,92,22.53
38791,227090,2025-04-12,4.27,19,24.48
38792,372038,2025-04-15,6.81,15,19.03
38793,175039,2025-11-01,1.0,120,18.96
38794,260372,2025-02-12,95.96,86,31.41
38795,404842,2025-08-27,1.77,91,9.68
38796,358856,2025-10-02,32.57,16,17.42
38797,184981,2025-12-02,7.86,147,38.38
38798,333729,2025-10-09,17.18,171,23.56
38799,452567,2025-04-07,10.09,160,4.69
38800,115228,2025-01-15,88.22,142,33.18
38801,114924,2025-11-05,11.11,125,21.2
38802,168755,2025-08-17,14.85,31,3.85
38803,143201,2025-01-20,100.0,88,15.92
38804,257684,2025-05-13,2.61,126,22.89
38805,236640,2025-11-16,8.76,94,39.49
38806,121219,2025-10-07,12.17,125,25.88
38807,374657,2025-11-22,14.93,138,26.96
38808,64141,2025-05-08,78.87,79,23.76
38809,357056,2025-09-17,12.02,72,35.82
38810,226521,2025-04-22,8.27,96,4.41
38811,334516,2025-06-20,9.43,18,9.82
38812,374938,2025-06-29,3.38,169,30.61
38813,454048,2025-07-16,3.79,61,14.18
38814,92004,2025-09-15,6.93,17,9.11
38815,207889,2025-12-30,4.72,89,7.98
38816,348990,2025-05-14,10.3,156,4.9
38817,216452,2025-04-03,3.78,104,38.62
38818,311928,2025-05-31,20.85,65,29.58
38819,114921,2025-11-26,75.22,140,6.34
38820,187175,2025-12-11,17.23,141,22.87
38821,200441,2025-06-13,14.79,90,4.74
38822,169200,2025-01-10,5.14,100,36.44
38823,446462,2025-02-19,6.29,30,6.84
38824,307032,2025-10-04,24.32,90,31.32
38825,149107,2025-03-27,3.13,55,35.38
38826,371644,2025-02-15,4.87,76,27.03
38827,421052,2025-01-01,22.01,64,38.45
38828,455711,2025-12-11,33.21,64,6.12
38829,250986,2025-09-05,71.13,58,36.09
38830,391791,2025-02-22,4.87,85,10.45
38831,421801,2025-04-23,31.62,155,24.3
38832,324871,2025-08-27,6.96,158,35.11
38833,168146,2025-01-14,4.37,106,34.72
38834,324792,2025-10-22,43.01,168,12.03
38835,221142,2025-05-06,8.85,122,18.56
38836,230874,2025-10-25,10.08,99,34.55
38837,143244,2025-10-08,12.6,53,3.52
38838,190794,2025-09-10,1.18,97,11.45
38839,341802,2025-10-15,52.51,118,11.52
38840,158243,2025-01-11,88.61,118,10.17
38841,143486,2025-06-05,5.75,91,30.91
38842,347359,2025-09-13,1.97,74,34.95
38843,227769,2025-08-15,16.84,126,4.06
38844,162403,2025-10-08,26.85,169,20.14
38845,214301,2025-02-21,17.0,65,19.48
38846,349506,2025-06-18,26.43,100,11.36
38847,396999,2025-06-28,75.47,88,28.7
38848,456448,2025-05-15,10.07,143,7.99
38849,417259,2025-02-11,54.8,140,26.93
38850,190838,2025-12-30,19.67,77,5.99
38851,226496,2025-04-21,31.22,156,11.54
38852,324859,2025-08-01,44.62,127,3.84
38853,357065,2025-02-26,7.74,162,31.14
38854,457456,2025-01-11,10.97,82,28.26
38855,162338,2025-11-22,1.02,97,16.24
38856,347947,2025-11-19,37.77,67,27.73
38857,326306,2025-01-30,1.84,106,18.66
38858,257922,2025-12-27,13.63,174,33.44
38859,357047,2025-07-28,42.69,78,13.03
38860,233250,2025-01-23,2.72,157,20.89
38861,174764,2025-11-03,100.0,84,21.09
38862,162361,2025-08-14,20.78,21,33.8
38863,154276,2025-12-07,3.34,141,31.41
38864,173962,2025-01-05,1.0,34,4.85
38865,143244,2025-11-02,10.25,101,12.66
38866,197669,2025-09-13,6.23,30,29.78
38867,356143,2025-06-21,15.57,36,4.21
38868,114958,2025-01-15,15.69,85,27.94
38869,180139,2025-04-20,4.24,152,32.9
38870,229923,2025-01-02,26.89,164,26.25
38871,164403,2025-07-01,13.29,46,14.31
38872,356177,2025-09-23,25.05,117,18.24
38873,456689,2025-07-31,49.83,127,21.55
38874,446971,2025-10-18,4.64,113,19.52
38875,152233,2025-02-10,14.18,159,20.09
38876,405684,2025-10-30,46.03,135,6.23
38877,115066,2025-05-06,32.03,98,5.52
38878,227072,2025-09-03,9.11,55,23.6
38879,187314,2025-12-07,35.29,128,32.72
38880,309760,2025-09-10,12.03,21,11.49
38881,356996,2025-05-02,88.83,119,33.12
38882,229078,2025-12-21,7.35,79,15.48
38883,323912,2025-01-26,4.91,24,32.94
38884,150576,2025-01-20,52.73,135,11.47
38885,173903,2025-10-19,17.17,101,21.05
38886,61213,2025-11-16,34.07,62,33.58
38887,123389,2025-02-12,74.98,63,28.68
38888,255411,2025-06-17,5.49,147,38.98
38889,235291,2025-01-18,2.64,127,13.9
38890,195712,2025-07-24,6.1,174,33.46
38891,428432,2025-03-20,3.05,161,5.1
38892,421045,2025-01-16,81.76,123,38.87
38893,355243,2025-09-16,31.24,144,3.87
38894,162320,2025-11-21,26.67,89,38.03
38895,115250,2025-04-13,75.71,173,4.25
38896,257176,2025-04-07,95.93,23,30.8
38897,346620,2025-04-12,61.05,111,27.96
38898,357113,2025-01-04,26.95,82,17.04
38899,237869,2025-06-20,17.17,102,36.65
38900,149365,2025-04-12,1.12,106,37.68
38901,356930,2025-11-04,52.38,83,35.91
38902,333890,2025-09-05,2.64,76,39.79
38903,357033,2025-11-04,2.25,82,24.06
38904,170430,2025-04-27,26.69,72,26.49
38905,180105,2025-11-18,44.5,177,21.2
38906,261263,2025-03-24,28.92,121,37.73
38907,332317,2025-03-04,11.35,94,31.73
38908,223294,2025-06-28,44.22,95,37.41
38909,351527,2025-07-11,1.0,53,35.82
38910,154055,2025-07-29,4.5,145,11.19
38911,346710,2025-05-04,17.38,124,12.63
38912,220316,2025-01-11,52.59,169,33.99
38913,352704,2025-06-12,2.74,22,26.95
38914,329947,2025-03-07,17.44,130,28.0
38915,324853,2025-02-02,5.76,121,14.35
38916,162269,2025-03-18,6.08,93,38.49
38917,36532,2025-06-04,46.05,176,16.08
38918,380501,2025-12-28,4.6,43,30.21
38919,115230,2025-08-09,1.76,39,8.15
38920,221985,2025-06-22,2.23,52,29.13
38921,49941,2025-12-26,10.78,39,17.56
38922,229919,2025-03-27,19.48,156,4.42
38923,347261,2025-12-25,1.0,65,5.31
38924,191249,2025-03-25,100.0,30,29.88
38925,187175,2025-10-27,69.91,24,7.93
38926,115028,2025-10-23,15.65,126,37.39
38927,451463,2025-02-14,3.95,77,31.29
38928,203023,2025-05-10,4.4,31,24.92
38929,168429,2025-06-18,12.34,150,21.14
38930,205367,2025-01-17,60.94,164,12.71
38931,225123,2025-02-19,13.31,148,28.42
38932,421643,2025-06-18,12.25,48,35.98
38933,102341,2025-12-12,62.55,19,16.0
38934,200988,2025-09-26,100.0,162,23.97
38935,115170,2025-06-11,12.11,106,21.44
38936,448396,2025-11-07,82.11,28,15.1
38937,114946,2025-12-16,3.47,176,23.92
38938,384374,2025-01-02,5.57,54,22.7
38939,372306,2025-07-23,14.26,72,27.76
38940,375814,2025-07-03,12.05,178,25.61
38941,193926,2025-12-08,6.53,129,26.85
38942,165111,2025-12-24,16.15,156,17.36
38943,449039,2025-09-26,33.1,69,35.17
38944,324841,2025-12-11,4.26,82,9.0
38945,168489,2025-04-13,11.31,177,8.68
38946,316524,2025-02-06,1.0,114,35.56
38947,44344,2025-01-21,77.62,170,27.96
38948,434736,2025-10-01,35.77,18,3.12
38949,162162,2025-11-29,9.86,52,12.64
38950,240832,2025-07-02,4.78,49,28.43
38951,253981,2025-03-30,18.9,131,10.07
38952,115232,2025-07-27,6.35,87,6.53
38953,388568,2025-04-19,19.56,101,6.62
38954,303833,2025-09-07,13.07,140,22.9
38955,428656,2025-03-04,20.27,47,34.97
38956,250576,2025-08-09,19.28,29,14.45
38957,420078,2025-07-07,1.0,49,25.71
38958,302989,2025-06-23,30.15,150,39.06
38959,149114,2025-01-16,22.13,66,23.06
38960,115198,2025-08-02,23.22,100,6.62
38961,356918,2025-06-21,7.96,63,9.76
38962,174507,2025-05-20,76.81,60,14.29
38963,374772,2025-08-23,11.7,141,8.87
38964,387055,2025-11-16,7.0,118,15.7
38965,181140,2025-06-05,1.0,38,21.71
38966,261350,2025-10-11,22.62,60,18.4
38967,236894,2025-03-28,44.93,63,14.43
38968,235971,2025-04-13,5.32,155,38.35
38969,223105,2025-04-04,28.59,78,31.72
38970,447833,2025-12-22,1.0,47,30.82
38971,123094,2025-09-07,22.59,62,10.23
38972,357000,2025-06-08,1.83,99,16.57
38973,188099,2025-03-04,56.79,27,38.33
38974,376638,2025-03-17,8.41,59,5.03
38975,114904,2025-12-29,16.84,22,19.9
38976,428432,2025-12-11,12.41,149,12.0
38977,314034,2025-12-30,21.6,155,26.1
38978,355995,2025-10-03,9.41,60,20.85
38979,350579,2025-01-24,64.82,143,32.88
38980,448037,2025-12-04,9.83,106,3.55
38981,182259,2025-10-21,18.53,50,4.33
38982,115137,2025-11-25,12.82,135,18.97
38983,328306,2025-11-21,6.56,60,35.17
38984,115092,2025-02-14,100.0,177,20.92
38985,115088,2025-11-29,28.05,142,34.27
38986,182295,2025-11-25,17.95,140,35.82
38987,434731,2025-07-13,26.11,80,24.14
38988,166207,2025-09-21,17.82,141,13.53
38989,356925,2025-02-03,35.29,159,24.98
38990,241248,2025-05-18,6.06,102,10.03
38991,349505,2025-12-31,100.0,31,21.49
38992,311800,2025-06-12,8.76,158,5.82
38993,308807,2025-12-27,12.76,147,7.84
38994,451465,2025-02-24,87.08,113,11.91
38995,359545,2025-01-26,7.38,23,17.59
38996,324843,2025-03-09,4.63,108,13.93
38997,452430,2025-12-17,24.54,72,6.88
38998,316713,2025-05-13,83.67,100,3.56
38999,356449,2025-03-28,100.0,66,12.4
39000,384286,2025-03-20,6.81,179,13.31
39001,350652,2025-10-02,9.01,30,11.12
39002,241192,2025-10-26,38.72,36,37.08
39003,152440,2025-02-08,4.2,169,8.26
39004,202334,2025-08-19,9.84,149,10.03
39005,115122,2025-11-01,20.15,52,15.68
39006,193395,2025-11-10,6.92,107,30.76
39007,261196,2025-11-11,1.0,64,3.17
39008,235439,2025-07-26,1.0,54,32.93
39009,230800,2025-02-09,88.92,175,3.91
39010,257685,2025-04-16,16.61,73,19.97
39011,223834,2025-09-28,89.44,139,13.65
39012,384342,2025-10-15,11.92,157,4.94
39013,429741,2025-02-27,42.73,102,8.63
39014,225563,2025-12-17,3.77,145,37.37
39015,149087,2025-02-25,1.42,147,12.94
39016,227688,2025-04-13,10.81,76,35.99
39017,324829,2025-02-21,1.03,35,35.97
39018,331738,2025-08-17,16.66,40,23.94
39019,180149,2025-07-27,25.46,75,6.99
39020,224504,2025-10-11,3.13,146,29.75
39021,114904,2025-04-06,13.74,177,17.76
39022,328314,2025-09-05,60.5,161,29.47
39023,162315,2025-06-14,20.85,20,12.26
39024,334508,2025-07-09,17.08,127,17.37
39025,372308,2025-01-05,25.84,157,38.11
39026,376371,2025-06-21,54.42,148,13.22
39027,445992,2025-11-02,40.8,59,22.76
39028,114937,2025-05-09,7.32,164,4.42
39029,372299,2025-09-01,1.0,18,4.57
39030,207789,2025-08-24,8.79,29,27.12
39031,169289,2025-09-14,57.79,107,16.07
39032,357720,2025-05-23,14.53,37,33.56
39033,314720,2025-07-21,34.61,132,38.47
39034,190838,2025-01-01,37.25,144,33.0
39035,240888,2025-11-04,24.05,147,31.9
39036,228020,2025-08-22,5.19,64,27.21
39037,114982,2025-12-23,18.27,82,26.83
39038,183224,2025-02-10,15.95,126,10.27
39039,386974,2025-11-15,25.54,110,34.99
39040,115082,2025-10-04,45.38,125,33.42
39041,260371,2025-08-27,1.0,94,8.32
39042,229904,2025-08-07,9.87,82,15.05
39043,225118,2025-02-21,34.83,73,39.8
39044,440971,2025-07-18,43.29,151,11.37
39045,227641,2025-10-19,4.97,138,32.55
39046,352058,2025-10-07,10.97,171,12.53
39047,92004,2025-04-09,17.37,144,31.35
39048,388277,2025-03-09,21.75,170,17.24
39049,104727,2025-09-06,12.58,156,24.92
39050,341835,2025-09-15,31.19,68,38.2
39051,357188,2025-12-21,15.12,72,21.15
39052,115190,2025-12-04,10.08,116,28.73
39053,421033,2025-04-01,13.82,179,29.97
39054,114885,2025-11-09,4.64,117,34.3
39055,230773,2025-11-15,3.9,98,29.69
39056,235213,2025-04-14,24.37,31,30.44
39057,355500,2025-11-23,13.21,30,3.52
39058,115092,2025-09-11,71.08,88,3.92
39059,195662,2025-10-24,10.36,83,25.5
39060,235734,2025-12-17,25.73,130,3.16
39061,175038,2025-09-05,30.11,31,4.13
39062,372278,2025-04-15,38.83,23,22.68
39063,357023,2025-08-14,11.38,68,9.36
39064,324801,2025-09-20,16.6,52,21.01
39065,357741,2025-02-26,38.12,61,39.29
39066,350650,2025-06-22,50.78,57,25.56
39067,333804,2025-05-06,8.38,153,7.78
39068,453397,2025-04-03,6.93,155,31.76
39069,421031,2025-05-01,10.39,170,11.47
39070,372464,2025-08-13,22.32,148,33.92
39071,253702,2025-01-03,44.67,31,25.29
39072,324797,2025-04-14,25.84,22,10.34
39073,115001,2025-06-09,5.65,169,14.42
39074,372929,2025-07-30,1.33,110,7.87
39075,115217,2025-11-20,20.31,63,16.14
39076,213977,2025-10-01,35.95,33,21.97
39077,356917,2025-12-05,17.6,150,25.47
39078,452421,2025-06-30,11.41,173,29.85
39079,279338,2025-03-17,5.51,65,14.51
39080,115200,2025-06-09,21.36,80,17.95
39081,357057,2025-01-06,23.64,52,19.21
39082,115095,2025-06-15,44.96,124,9.3
39083,417257,2025-11-07,33.61,114,36.84
39084,429623,2025-10-09,18.11,42,12.07
39085,191246,2025-07-19,41.46,164,14.47
39086,311928,2025-03-15,3.01,28,29.4
39087,324805,2025-08-02,6.82,18,6.79
39088,313648,2025-08-14,34.99,55,10.78
39089,258945,2025-04-19,13.69,152,26.06
39090,162288,2025-04-25,21.32,77,32.3
39091,122491,2025-09-13,49.71,119,7.89
39092,121386,2025-03-27,65.93,172,28.22
39093,122488,2025-01-06,65.95,115,8.22
39094,357050,2025-10-19,10.97,165,25.41
39095,377501,2025-05-07,24.11,149,37.0
39096,158485,2025-09-24,24.3,66,16.71
39097,445969,2025-12-04,8.42,132,35.32
39098,222574,2025-02-03,15.3,166,28.76
39099,149668,2025-09-16,13.49,28,32.84
39100,143566,2025-08-29,28.7,143,29.41
39101,341751,2025-04-15,22.78,56,31.2
39102,225117,2025-04-25,59.66,162,7.61
39103,259747,2025-12-24,7.18,127,14.25
39104,224225,2025-09-05,22.93,114,16.86
39105,262444,2025-10-19,30.11,26,24.23
39106,214080,2025-07-28,1.53,110,25.29
39107,324889,2025-04-04,25.28,151,4.71
39108,308807,2025-01-30,22.54,46,19.0
39109,333786,2025-03-03,9.61,157,10.55
39110,391398,2025-08-31,100.0,23,12.58
39111,359548,2025-06-30,13.08,87,4.82
39112,154440,2025-04-17,4.79,146,3.2
39113,115153,2025-02-19,20.18,55,30.89
39114,417778,2025-08-11,11.13,38,31.43
39115,123141,2025-06-09,6.61,171,3.25
39116,154334,2025-04-30,10.23,67,4.37
39117,325072,2025-12-05,33.12,131,10.42
39118,221901,2025-09-22,8.9,28,16.12
39119,200496,2025-09-29,21.46,24,8.87
39120,454049,2025-12-16,1.0,127,18.42
39121,457453,2025-10-19,3.03,28,35.88
39122,367652,2025-09-24,34.21,24,11.09
39123,334449,2025-03-20,5.75,20,36.24
39124,325978,2025-08-21,39.43,98,31.04
39125,449166,2025-07-10,8.06,179,14.51
39126,421031,2025-03-26,5.85,26,33.27
39127,157960,2025-05-04,29.08,114,21.5
39128,174408,2025-03-15,2.59,109,24.84
39129,171727,2025-08-05,11.26,169,4.62
39130,63479,2025-12-18,1.96,133,6.24
39131,183662,2025-10-16,5.63,81,26.53
39132,319909,2025-02-18,4.26,42,25.34
39133,341800,2025-06-28,41.27,76,18.09
39134,226524,2025-06-27,21.61,51,9.84
39135,149366,2025-01-24,42.93,66,31.68
39136,252727,2025-10-04,100.0,131,23.81
39137,261208,2025-03-22,20.23,160,38.06
39138,143788,2025-05-27,80.61,155,35.01
39139,149668,2025-07-14,2.54,119,26.38
39140,350704,2025-03-07,3.09,105,3.62
39141,391062,2025-03-05,17.29,150,39.37
39142,187314,2025-12-31,3.38,99,8.75
39143,334445,2025-02-01,61.48,91,8.74
39144,226519,2025-04-16,17.55,117,23.64
39145,256121,2025-06-02,52.54,20,23.34
39146,162338,2025-12-28,6.19,24,12.12
39147,115240,2025-11-03,26.54,158,22.22
39148,384390,2025-01-07,7.87,40,26.5
39149,226501,2025-04-23,20.5,175,26.62
39150,187784,2025-07-08,50.62,109,18.02
39151,102335,2025-10-08,8.41,175,33.07
39152,303833,2025-12-09,15.9,26,20.47
39153,327570,2025-09-11,18.02,96,21.46
39154,115088,2025-04-02,24.02,33,6.83
39155,192594,2025-07-23,40.13,118,10.83
39156,175755,2025-01-08,3.24,69,38.67
39157,377463,2025-08-30,19.18,139,32.81
39158,445990,2025-08-15,3.83,129,29.01
39159,386970,2025-10-08,4.98,169,24.77
39160,384776,2025-08-10,16.91,140,34.18
39161,114917,2025-08-16,2.17,33,37.6
39162,154441,2025-02-22,2.29,35,29.17
39163,223311,2025-10-08,4.94,170,33.83
39164,421244,2025-01-26,15.98,144,36.04
39165,195913,2025-01-08,5.06,45,24.55
39166,222472,2025-07-16,11.9,172,31.98
39167,353800,2025-05-27,50.74,119,27.05
39168,384776,2025-07-23,65.6,100,29.69
39169,230955,2025-08-12,20.14,135,26.55
39170,357617,2025-07-17,100.0,141,18.69
39171,233316,2025-09-04,30.56,36,32.23
39172,120968,2025-09-21,3.63,136,35.86
39173,448491,2025-07-06,33.62,170,23.86
39174,384344,2025-05-13,27.32,167,36.3
39175,150255,2025-11-29,50.13,131,29.2
39176,115246,2025-06-08,17.38,94,32.1
39177,347378,2025-04-28,22.19,76,27.05
39178,421033,2025-02-15,12.55,60,15.37
39179,325074,2025-05-12,1.0,120,12.97
39180,162362,2025-12-15,23.05,35,23.6
39181,356977,2025-02-01,74.63,131,33.44
39182,254547,2025-04-07,4.53,155,32.22
39183,387493,2025-03-19,4.72,173,7.33
39184,157959,2025-12-05,13.23,58,26.95
39185,346157,2025-11-04,46.38,61,28.86
39186,181849,2025-09-24,22.11,141,15.12
39187,389546,2025-09-22,17.84,132,31.21
39188,452230,2025-07-04,50.04,84,16.09
39189,371509,2025-07-03,5.6,160,39.7
39190,309352,2025-02-20,76.99,127,3.16
39191,122472,2025-08-08,82.25,167,27.38
39192,311799,2025-01-02,42.05,78,7.36
39193,357436,2025-03-18,8.73,149,6.92
39194,150585,2025-12-29,11.77,152,37.4
39195,145762,2025-11-21,12.91,62,30.99
39196,448288,2025-02-08,4.68,134,6.91
39197,223239,2025-02-03,1.17,27,7.47
39198,166325,2025-08-18,1.68,97,19.28
39199,196297,2025-06-20,23.9,161,21.75
39200,150535,2025-09-08,86.36,157,23.23
39201,191246,2025-03-07,2.2,175,18.9
39202,184034,2025-12-19,25.5,21,17.82
39203,448039,2025-01-27,3.2,136,37.13
39204,386854,2025-03-08,21.5,45,22.98
39205,191108,2025-07-09,14.63,27,22.2
39206,335319,2025-11-16,1.0,106,14.43
39207,349461,2025-08-31,11.04,94,33.86
39208,189538,2025-04-28,38.51,39,31.28
39209,180109,2025-06-18,5.45,103,16.92
39210,115137,2025-03-28,18.25,103,5.83
39211,154055,2025-04-07,7.38,18,15.93
39212,449166,2025-09-27,64.89,113,37.51
39213,202337,2025-03-02,65.52,83,3.7
39214,422166,2025-02-19,32.42,21,37.21
39215,187641,2025-01-13,29.33,144,22.96
39216,114970,2025-07-15,20.07,70,24.97
39217,257675,2025-10-02,38.42,70,6.06
39218,225162,2025-08-04,100.0,54,7.59
39219,261049,2025-10-19,81.56,151,32.22
39220,115130,2025-11-22,41.35,135,14.61
39221,251967,2025-09-25,3.66,27,11.35
39222,174770,2025-11-25,49.41,112,9.31
39223,259963,2025-01-13,22.42,103,7.88
39224,422774,2025-01-24,19.05,28,15.84
39225,384421,2025-06-23,19.68,68,24.97
39226,150600,2025-09-28,7.33,118,19.26
39227,225480,2025-04-04,5.79,80,4.45
39228,223251,2025-04-06,14.88,22,24.93
39229,223820,2025-02-04,25.06,78,25.96
39230,384422,2025-08-30,26.32,106,31.22
39231,347366,2025-07-26,18.51,131,28.12
39232,354010,2025-05-30,43.02,148,20.34
39233,204706,2025-10-08,63.93,53,38.04
